,id,device_id,active_power,direct_power,charge_capacity,date_time,T,Po,U,Ff,VV,Td,RRR,DDN
950,37253,6,2.05,2.54,0.4,2023-12-12 08:00:00,11.7,763.4,96.0,2.0,2.6,11.1,2.0,4.0
955,37343,6,21.66,21.98,25.2,2023-12-12 11:00:00,13.2,764.2,86.0,1.0,6.0,10.9,2.0,5.0
960,37433,6,22.0,22.36,139.3,2023-12-12 14:00:00,14.1,763.1,77.0,3.0,11.0,10.1,2.0,5.0
965,37523,6,0.03,0.55,170.9,2023-12-12 17:00:00,13.6,764.0,71.0,2.0,15.0,8.4,2.0,4.0
970,37613,6,0.0,0.0,170.9,2023-12-12 20:00:00,12.8,765.4,69.0,4.0,17.0,7.3,0.0,3.0
975,37703,6,0.0,0.0,170.9,2023-12-12 23:00:00,11.6,765.8,72.0,4.0,13.0,6.7,0.0,3.0
980,37793,6,0.0,0.0,0.0,2023-12-13 02:00:00,10.4,765.8,76.0,3.0,6.0,6.4,0.0,2.0
985,37883,6,0.0,0.0,0.0,2023-12-13 05:00:00,9.9,765.7,77.0,2.0,5.0,6.1,0.0,4.0
990,37973,6,4.9,5.22,2.2,2023-12-13 08:00:00,11.0,766.8,75.0,0.0,5.0,6.6,0.0,6.0
995,38063,6,24.23,24.57,45.4,2023-12-13 11:00:00,13.5,766.4,71.0,1.0,4.9,8.4,0.0,11.0
1000,38153,6,30.71,31.11,143.0,2023-12-13 14:00:00,16.4,764.1,60.0,2.0,8.0,8.6,0.0,11.0
1005,38243,6,0.66,1.26,189.2,2023-12-13 17:00:00,15.7,763.6,66.0,0.0,7.0,9.4,0.0,-1.0
1010,38333,6,0.0,0.0,189.2,2023-12-13 20:00:00,15.5,764.2,72.0,0.0,6.0,10.5,0.0,-1.0
1015,38423,6,0.0,0.0,189.2,2023-12-13 23:00:00,15.3,763.9,79.0,1.0,3.9,11.7,0.0,1.0
1020,38513,6,0.0,0.0,0.0,2023-12-14 02:00:00,15.2,763.6,81.0,0.0,3.3,12.0,0.0,0.0
1025,38603,6,0.0,0.0,0.0,2023-12-14 05:00:00,15.3,762.8,81.0,1.0,3.6,12.1,0.0,11.0
1030,38693,6,17.94,18.24,6.2,2023-12-14 08:00:00,16.3,763.3,80.0,2.0,6.0,12.8,0.0,12.0
1035,38783,6,28.92,29.31,71.9,2023-12-14 11:00:00,20.6,763.0,69.0,2.0,15.0,14.7,0.0,12.0
1040,38873,6,50.57,51.18,196.9,2023-12-14 14:00:00,24.3,760.4,63.0,3.0,6.0,16.8,0.0,4.0
1045,38963,6,0.61,0.91,263.6,2023-12-14 17:00:00,20.4,760.0,84.0,2.0,5.0,17.6,0.0,3.0
1050,39053,6,0.0,0.0,263.6,2023-12-14 20:00:00,18.2,760.5,91.0,1.0,3.5,16.7,0.0,3.0
1055,39143,6,0.0,0.0,263.6,2023-12-14 23:00:00,17.2,760.3,96.0,0.0,1.6,16.6,0.0,12.0
1060,39233,6,0.0,0.0,0.0,2023-12-15 02:00:00,17.1,759.0,97.0,1.0,1.0,16.6,0.0,9.0
1065,39323,6,0.0,0.0,0.0,2023-12-15 05:00:00,16.8,758.2,98.0,1.0,0.6,16.5,0.0,12.0
1070,39413,6,3.04,3.38,1.4,2023-12-15 08:00:00,17.0,759.1,99.0,1.0,0.4,16.8,0.0,12.0
1075,39503,6,21.32,21.62,39.2,2023-12-15 11:00:00,18.3,758.5,97.0,1.0,2.2,17.8,0.0,8.0
1080,39593,6,26.59,26.94,126.5,2023-12-15 14:00:00,20.5,756.8,84.0,3.0,2.6,17.7,0.0,4.0
1085,39683,6,0.0,0.0,143.8,2023-12-15 17:00:00,16.8,759.1,94.0,4.0,2.5,15.8,0.0,4.0
1090,39773,6,0.0,0.0,143.8,2023-12-15 20:00:00,13.5,761.7,97.0,4.0,1.7,13.0,0.4,4.0
1095,39863,6,0.0,0.0,143.8,2023-12-15 23:00:00,11.3,762.9,97.0,3.0,1.8,10.8,2.0,4.0
1100,39953,6,0.0,0.0,0.0,2023-12-16 02:00:00,9.9,764.2,90.0,5.0,11.0,8.3,4.0,3.0
1105,40043,6,0.0,0.0,0.0,2023-12-16 05:00:00,7.0,766.3,81.0,2.0,20.0,4.0,7.0,3.0
1110,40133,6,5.19,5.74,1.8,2023-12-16 08:00:00,6.3,767.8,86.0,3.0,19.0,4.1,10.0,0.0
1115,40223,6,6.43,6.73,15.1,2023-12-16 11:00:00,6.4,769.3,78.0,3.0,15.0,2.8,9.0,3.0
1120,40313,6,4.99,5.35,40.6,2023-12-16 14:00:00,6.6,769.0,69.0,2.0,18.0,1.3,7.0,6.0
1125,40403,6,0.0,0.07,50.1,2023-12-16 17:00:00,5.9,770.2,67.0,2.0,14.0,0.2,4.0,0.0
1130,40493,6,0.0,0.0,50.1,2023-12-16 20:00:00,5.3,771.7,61.0,2.0,11.0,-1.6,0.6,3.0
1135,40583,6,0.0,0.0,50.1,2023-12-16 23:00:00,4.6,772.3,52.0,2.0,14.0,-4.4,0.6,3.0
1140,40673,6,0.0,0.0,0.0,2023-12-17 02:00:00,4.1,772.6,46.0,4.0,18.0,-6.5,0.2,3.0
1145,40763,6,0.0,0.0,0.0,2023-12-17 05:00:00,3.7,772.3,47.0,2.0,16.0,-6.6,0.1,0.0
1150,40853,6,10.79,11.14,4.0,2023-12-17 08:00:00,3.7,773.5,46.0,3.0,14.0,-7.1,0.1,3.0
1155,40943,6,96.53,97.84,67.8,2023-12-17 11:00:00,5.1,773.3,42.0,3.0,12.0,-6.8,0.0,0.0
1160,41033,6,24.94,25.35,150.0,2023-12-17 14:00:00,6.2,771.2,44.0,3.0,12.0,-5.4,0.0,1.0
1165,41123,6,0.52,1.12,183.8,2023-12-17 17:00:00,5.6,771.3,50.0,3.0,9.0,-4.0,0.0,4.0
1170,41213,6,0.0,0.0,183.9,2023-12-17 20:00:00,5.1,772.1,46.0,4.0,12.0,-5.6,0.0,3.0
1175,41303,6,0.0,0.0,183.9,2023-12-17 23:00:00,4.9,771.5,48.0,2.0,13.0,-5.2,0.0,0.0
1180,41393,6,0.0,0.0,0.0,2023-12-18 02:00:00,3.8,770.9,73.0,2.0,6.0,-0.6,0.3,6.0
1185,41483,6,0.0,0.0,0.0,2023-12-18 05:00:00,3.0,769.4,92.0,2.0,3.1,1.8,1.0,9.0
1190,41573,6,0.8,1.22,0.2,2023-12-18 08:00:00,4.5,769.6,90.0,1.0,5.0,3.0,1.0,6.0
1195,41663,6,5.01,5.35,12.2,2023-12-18 11:00:00,5.5,768.4,95.0,2.0,3.2,4.8,2.0,12.0
1200,41753,6,6.84,7.25,33.3,2023-12-18 14:00:00,7.0,766.0,96.0,2.0,2.5,6.4,1.0,11.0
1205,41843,6,0.0,0.07,42.6,2023-12-18 17:00:00,7.6,765.7,98.0,2.0,1.4,7.3,1.0,12.0
1210,41933,6,0.0,0.0,42.6,2023-12-18 20:00:00,8.0,765.1,98.0,2.0,1.6,7.7,2.0,12.0
1215,42023,6,0.0,0.0,42.6,2023-12-18 23:00:00,8.7,765.3,98.0,3.0,3.2,8.4,4.0,12.0
1220,42113,6,0.0,0.0,0.0,2023-12-19 02:00:00,8.2,765.0,93.0,2.0,10.0,7.1,6.0,6.0
1225,42203,6,0.0,0.0,0.0,2023-12-19 05:00:00,8.4,764.7,89.0,1.0,18.0,6.7,5.0,0.0
1230,42293,6,3.37,3.7,1.2,2023-12-19 08:00:00,7.7,766.0,84.0,2.0,20.0,5.2,5.0,0.0
1235,42378,6,16.77,17.1,32.9,2023-12-19 11:00:00,8.6,766.3,71.0,2.0,20.0,3.6,2.0,6.0
1240,42468,6,8.86,9.27,65.0,2023-12-19 14:00:00,7.4,765.2,81.0,5.0,11.0,4.4,0.4,6.0
1245,42538,6,0.0,0.15,78.8,2023-12-19 17:00:00,6.5,766.6,90.0,1.0,17.0,5.0,3.0,6.0
1250,42553,6,0.0,0.0,78.8,2023-12-19 20:00:00,6.4,767.7,89.0,2.0,14.0,4.7,3.0,6.0
1255,42568,6,0.0,0.0,78.8,2023-12-19 23:00:00,6.0,768.3,90.0,1.0,13.0,4.5,4.0,6.0
1260,42583,6,0.0,0.0,0.0,2023-12-20 02:00:00,6.5,768.2,80.0,3.0,20.0,3.3,3.0,9.0
1265,42598,6,0.0,0.0,0.0,2023-12-20 05:00:00,6.4,768.0,75.0,1.0,20.0,2.3,0.7,6.0
1270,42613,6,5.28,5.77,2.2,2023-12-20 08:00:00,6.7,769.0,71.0,1.0,19.0,1.8,0.5,1.0
1275,42628,6,20.65,21.05,39.1,2023-12-20 11:00:00,7.6,769.6,70.0,1.0,18.0,2.5,0.0,0.0
1280,42643,6,24.39,24.83,107.7,2023-12-20 14:00:00,8.4,768.0,63.0,2.0,16.0,1.8,0.0,6.0
1285,42658,6,1.25,1.66,140.5,2023-12-20 17:00:00,7.4,768.7,61.0,1.0,10.0,0.4,0.0,12.0
1290,42673,6,0.0,0.0,140.6,2023-12-20 20:00:00,5.4,769.9,66.0,2.0,8.0,-0.6,0.0,6.0
1295,42688,6,0.0,0.0,140.6,2023-12-20 23:00:00,4.2,770.9,59.0,3.0,7.0,-3.1,0.0,0.0
1300,42703,6,0.0,0.0,0.0,2023-12-21 02:00:00,2.7,771.1,56.0,1.0,10.0,-5.2,0.0,6.0
1305,42718,6,0.0,0.0,0.0,2023-12-21 05:00:00,2.2,771.2,49.0,1.0,10.0,-7.4,0.0,12.0
1310,42733,6,12.36,12.66,5.5,2023-12-21 08:00:00,3.0,772.6,42.0,3.0,10.0,-8.7,0.0,0.0
1315,42748,6,67.48,68.41,142.4,2023-12-21 11:00:00,6.3,773.1,40.0,2.0,8.0,-6.3,0.0,1.0
1320,42763,6,54.21,54.92,339.7,2023-12-21 14:00:00,7.9,770.9,33.0,2.0,11.0,-7.4,0.0,12.0
1325,42778,6,1.61,1.97,419.4,2023-12-21 17:00:00,5.2,772.3,35.0,2.0,15.0,-9.0,0.0,6.0
1330,42793,6,0.0,0.0,419.6,2023-12-21 20:00:00,2.7,774.7,41.0,3.0,15.0,-9.5,0.0,0.0
1335,42808,6,0.0,0.0,419.6,2023-12-21 23:00:00,1.2,775.6,44.0,2.0,15.0,-9.7,0.0,0.0
1340,42823,6,0.0,0.0,0.0,2023-12-22 02:00:00,-0.1,775.7,47.0,2.0,15.0,-10.1,0.0,6.0
1345,42838,6,0.0,0.0,0.0,2023-12-22 05:00:00,-1.3,775.6,48.0,2.0,16.0,-10.9,0.0,6.0
1350,42853,6,12.73,13.11,5.3,2023-12-22 08:00:00,-0.3,777.1,38.0,2.0,16.0,-12.9,0.0,3.0
1355,42868,6,71.71,72.69,155.2,2023-12-22 11:00:00,3.6,776.6,26.0,3.0,15.0,-14.1,0.0,3.0
1360,42883,6,57.68,58.45,361.8,2023-12-22 14:00:00,6.2,774.7,21.0,3.0,16.0,-14.5,0.0,1.0
1365,42898,6,1.38,1.76,446.3,2023-12-22 17:00:00,3.8,775.0,44.0,3.0,17.0,-7.6,0.0,4.0
1370,42913,6,0.0,0.0,446.4,2023-12-22 20:00:00,2.8,775.9,44.0,3.0,12.0,-8.5,0.0,3.0
1375,42928,6,0.0,0.0,446.4,2023-12-22 23:00:00,1.3,776.8,41.0,3.0,16.0,-10.5,0.0,3.0
1380,42943,6,0.0,0.0,0.0,2023-12-23 02:00:00,0.6,776.1,42.0,3.0,18.0,-11.1,0.0,12.0
1385,42958,6,0.0,0.0,0.0,2023-12-23 05:00:00,0.0,774.6,54.0,3.0,14.0,-8.2,0.0,12.0
1390,42973,6,11.62,12.01,5.0,2023-12-23 08:00:00,2.0,774.4,48.0,1.0,14.0,-7.9,0.0,11.0
1395,42988,6,70.68,71.71,139.1,2023-12-23 11:00:00,8.0,773.4,46.0,3.0,16.0,-2.9,0.0,2.0
1400,43003,6,56.22,57.02,345.4,2023-12-23 14:00:00,11.4,770.9,47.0,3.0,16.0,0.5,0.0,0.0
1405,43018,6,1.3,1.67,423.0,2023-12-23 17:00:00,10.0,771.8,57.0,1.0,13.0,1.9,0.0,3.0
1410,43033,6,0.0,0.0,423.1,2023-12-23 20:00:00,8.8,772.3,62.0,3.0,12.0,1.9,0.0,3.0
1415,43048,6,0.0,0.0,423.1,2023-12-23 23:00:00,7.6,772.6,67.0,1.0,10.0,1.7,0.0,2.0
1420,43063,6,0.0,0.0,0.0,2023-12-24 02:00:00,7.3,772.1,69.0,1.0,9.0,2.0,0.0,6.0
1425,43078,6,0.0,0.0,0.0,2023-12-24 05:00:00,5.4,771.4,53.0,2.0,19.0,-3.4,0.0,0.0
1430,43093,6,11.47,11.73,4.8,2023-12-24 08:00:00,5.7,772.9,44.0,3.0,17.0,-5.6,0.0,1.0
1435,43108,6,68.9,69.92,145.5,2023-12-24 11:00:00,10.4,772.6,25.0,4.0,16.0,-8.8,0.0,2.0
1440,43123,6,54.69,55.4,347.2,2023-12-24 14:00:00,13.6,770.4,19.0,3.0,18.0,-9.6,0.0,1.0
1445,43138,6,1.59,2.1,425.9,2023-12-24 17:00:00,7.8,771.3,53.0,3.0,12.0,-1.4,0.0,4.0
1450,43153,6,0.0,0.0,426.1,2023-12-24 20:00:00,5.9,771.7,63.0,1.0,9.0,-0.6,0.0,12.0
1455,43168,6,0.0,0.0,426.1,2023-12-24 23:00:00,4.9,771.6,70.0,2.0,6.0,-0.1,0.0,11.0
1460,43183,6,0.0,0.0,0.0,2023-12-25 02:00:00,3.7,770.9,68.0,3.0,5.0,-1.7,0.0,12.0
1465,43198,6,0.0,0.0,0.0,2023-12-25 05:00:00,2.5,770.9,71.0,3.0,6.0,-2.2,0.0,12.0
1470,43213,6,11.78,12.09,4.7,2023-12-25 08:00:00,2.9,772.2,71.0,2.0,7.0,-2.0,0.0,12.0
1475,43228,6,66.68,67.54,140.2,2023-12-25 11:00:00,9.9,771.8,40.0,2.0,11.0,-3.1,0.0,4.0
1480,43243,6,50.55,51.2,335.7,2023-12-25 14:00:00,10.7,769.8,42.0,3.0,10.0,-1.7,0.0,3.0
1485,43258,6,2.43,2.82,407.5,2023-12-25 17:00:00,8.0,770.2,53.0,2.0,10.0,-1.0,0.0,4.0
1490,43273,6,0.0,0.0,407.7,2023-12-25 20:00:00,5.7,771.1,71.0,1.0,6.0,0.7,0.0,2.0
1495,43288,6,0.0,0.0,407.7,2023-12-25 23:00:00,4.5,770.9,74.0,2.0,4.0,0.3,0.0,12.0
1500,43303,6,0.0,0.0,0.0,2023-12-26 02:00:00,3.4,770.3,79.0,2.0,4.0,0.1,0.0,12.0
1505,43318,6,0.0,0.0,0.0,2023-12-26 05:00:00,2.8,769.8,81.0,3.0,4.1,-0.1,0.0,12.0
1510,43333,6,14.57,14.87,5.0,2023-12-26 08:00:00,3.9,770.5,78.0,1.0,5.0,0.4,0.0,11.0
1515,43348,6,28.77,29.16,105.8,2023-12-26 11:00:00,9.8,769.9,56.0,2.0,5.0,1.4,0.0,10.0
1520,43363,6,52.0,52.75,276.8,2023-12-26 14:00:00,15.4,767.2,47.0,1.0,11.0,4.2,0.0,8.0
1525,43378,6,1.27,1.58,346.8,2023-12-26 17:00:00,12.4,767.2,62.0,2.0,9.0,5.3,0.0,4.0
1530,43393,6,0.0,0.0,347.0,2023-12-26 20:00:00,9.5,768.2,74.0,0.0,6.0,5.1,0.0,0.0
1535,43408,6,0.0,0.0,347.0,2023-12-26 23:00:00,9.4,768.6,79.0,2.0,3.3,5.9,0.0,12.0
1540,43423,6,0.0,0.0,0.0,2023-12-27 02:00:00,8.3,767.6,82.0,2.0,2.1,5.4,0.0,12.0
1545,43438,6,0.0,0.0,0.0,2023-12-27 05:00:00,8.8,766.9,80.0,2.0,5.0,5.5,0.0,12.0
1550,43453,6,9.8,10.29,3.9,2023-12-27 08:00:00,8.9,768.2,82.0,2.0,4.3,6.0,0.0,12.0
1555,43468,6,62.45,63.25,119.2,2023-12-27 11:00:00,15.5,768.0,59.0,1.0,7.0,7.5,0.0,10.0
1560,43483,6,50.24,50.86,300.9,2023-12-27 14:00:00,18.2,766.0,58.0,3.0,6.0,9.8,0.0,4.0
1565,43498,6,1.6,2.07,375.1,2023-12-27 17:00:00,14.8,766.0,72.0,2.0,12.0,9.8,0.0,4.0
1570,43513,6,0.0,0.0,375.3,2023-12-27 20:00:00,12.2,767.0,85.0,0.0,6.0,9.8,0.0,-1.0
1575,43528,6,0.0,0.0,375.3,2023-12-27 23:00:00,10.9,766.9,90.0,1.0,4.2,9.3,0.0,11.0
1580,43543,6,0.0,0.0,0.0,2023-12-28 02:00:00,10.1,766.3,92.0,2.0,1.5,8.9,0.0,10.0
1585,43558,6,0.0,0.0,0.0,2023-12-28 05:00:00,10.1,765.9,92.0,3.0,3.2,8.9,0.0,12.0
1590,43573,6,3.66,3.86,1.6,2023-12-28 08:00:00,9.7,767.2,94.0,3.0,2.6,8.8,0.0,12.0
1595,43588,6,63.52,64.33,76.9,2023-12-28 11:00:00,15.2,767.0,74.0,2.0,5.0,10.6,0.0,10.0
1600,43603,6,51.57,52.2,266.6,2023-12-28 14:00:00,19.0,765.1,62.0,2.0,7.0,11.6,0.0,5.0
1605,43618,6,1.62,2.07,342.0,2023-12-28 17:00:00,14.7,765.7,81.0,2.0,7.0,11.5,0.0,4.0
1610,43628,6,0.0,0.0,342.2,2023-12-28 20:00:00,13.2,767.5,86.0,2.0,5.0,10.9,0.0,4.0
1615,-1,6,0.0,0.0,342.2,2023-12-28 23:00:00,11.9,767.3,90.0,1.0,4.0,10.3,0.0,12.0
1620,43643,6,0.0,0.0,0.0,2023-12-29 02:00:00,12.6,767.1,88.0,0.0,3.6,10.7,0.0,0.0
1625,-1,6,0.0,0.0,0.0,2023-12-29 05:00:00,12.3,766.4,86.0,1.0,3.5,10.0,0.0,9.0
1630,43658,6,12.08,12.5,5.6,2023-12-29 08:00:00,10.9,767.2,94.0,1.0,1.8,10.0,0.0,3.0
1635,-1,6,56.1,56.84,121.2,2023-12-29 11:00:00,15.0,766.9,70.0,1.0,3.7,9.6,0.0,5.0
1640,43678,6,48.41,49.02,296.6,2023-12-29 14:00:00,16.7,764.5,64.0,2.0,6.0,9.9,0.0,5.0
1645,43693,6,1.09,1.32,364.2,2023-12-29 17:00:00,13.0,764.2,75.0,2.0,5.0,8.7,0.0,4.0
1650,43708,6,0.0,0.0,364.3,2023-12-29 20:00:00,11.3,765.1,88.0,1.0,3.4,9.4,0.0,8.0
1655,43723,6,0.0,0.0,364.3,2023-12-29 23:00:00,10.0,764.6,94.0,1.0,1.9,9.1,0.0,12.0
1660,43738,6,0.0,0.0,0.0,2023-12-30 02:00:00,9.1,763.0,95.0,2.0,0.9,8.3,0.0,12.0
1665,43753,6,0.0,0.0,0.0,2023-12-30 05:00:00,9.0,761.5,95.0,2.0,1.2,8.2,0.0,12.0
1670,43768,6,12.37,12.63,5.8,2023-12-30 08:00:00,9.3,761.4,95.0,3.0,1.4,8.5,0.0,12.0
1675,43783,6,60.36,61.12,130.8,2023-12-30 11:00:00,15.5,760.9,68.0,2.0,3.8,9.6,0.0,11.0
1680,43798,6,22.02,22.38,294.6,2023-12-30 14:00:00,17.4,758.5,56.0,3.0,4.9,8.5,0.0,4.0
1685,43813,6,0.88,1.33,349.7,2023-12-30 17:00:00,14.8,759.1,66.0,2.0,5.0,8.5,0.0,5.0
1690,43828,6,0.0,0.0,349.8,2023-12-30 20:00:00,12.7,760.0,79.0,1.0,3.4,9.2,0.0,9.0
1695,43843,6,0.0,0.0,349.8,2023-12-30 23:00:00,13.0,760.3,83.0,1.0,2.4,10.2,0.0,12.0
1700,43858,6,0.0,0.0,0.0,2023-12-31 02:00:00,12.6,760.4,85.0,0.0,1.7,10.1,0.0,12.0
1705,43873,6,0.0,0.0,0.0,2023-12-31 05:00:00,11.2,760.9,93.0,1.0,1.2,10.1,0.0,11.0
1710,43888,6,11.48,11.82,5.4,2023-12-31 08:00:00,11.4,763.6,94.0,1.0,1.5,10.5,0.0,12.0
1715,43903,6,56.46,57.16,118.9,2023-12-31 11:00:00,16.6,764.2,68.0,1.0,2.6,10.7,0.0,7.0
1720,43918,6,42.4,43.07,281.8,2023-12-31 14:00:00,16.2,763.0,66.0,3.0,2.7,9.8,0.0,5.0
1725,43933,6,1.26,1.93,344.6,2023-12-31 17:00:00,13.0,764.6,52.0,3.0,6.0,3.4,0.0,4.0
1730,43948,6,0.0,0.0,344.7,2023-12-31 20:00:00,10.9,766.4,67.0,3.0,3.7,5.0,0.0,4.0
1735,43963,6,0.0,0.0,344.7,2023-12-31 23:00:00,10.5,767.4,64.0,2.0,2.7,3.8,0.0,2.0
1740,43978,6,0.0,0.0,0.0,2024-01-01 02:00:00,8.7,766.8,64.0,2.0,2.3,2.3,0.0,4.0
1745,43993,6,0.0,0.0,0.0,2024-01-01 05:00:00,8.1,767.0,71.0,2.0,1.8,3.0,0.0,5.0
1750,44008,6,8.7,9.21,4.6,2024-01-01 08:00:00,7.9,768.4,65.0,2.0,2.1,1.7,0.0,3.0
1755,44023,6,55.85,56.56,98.3,2024-01-01 11:00:00,11.6,768.1,51.0,2.0,5.0,1.8,0.0,2.0
1760,44038,6,49.59,50.22,276.6,2024-01-01 14:00:00,13.6,765.9,51.0,2.0,6.0,3.7,0.0,4.0
1765,44053,6,1.48,1.94,345.2,2024-01-01 17:00:00,10.4,765.6,71.0,1.0,5.0,5.4,0.0,5.0
1770,44068,6,0.0,0.0,345.4,2024-01-01 20:00:00,8.9,766.3,79.0,2.0,5.0,5.5,0.0,2.0
1775,44083,6,0.0,0.0,345.4,2024-01-01 23:00:00,7.6,766.3,83.0,1.0,4.1,4.9,0.0,12.0
1780,44098,6,0.0,0.0,0.0,2024-01-02 02:00:00,6.7,765.7,86.0,2.0,3.6,4.5,0.0,12.0
1785,44113,6,0.0,0.0,0.0,2024-01-02 05:00:00,5.7,764.7,90.0,2.0,3.4,4.2,0.0,12.0
1790,44128,6,12.66,13.0,5.5,2024-01-02 08:00:00,6.3,764.8,89.0,2.0,3.2,4.6,0.0,12.0
1795,44143,6,62.54,63.33,131.8,2024-01-02 11:00:00,13.4,764.2,56.0,0.0,5.0,4.6,0.0,4.0
1800,44158,6,49.76,50.38,318.8,2024-01-02 14:00:00,16.1,761.2,51.0,2.0,8.0,6.0,0.0,5.0
1805,44163,6,0.25,0.63,389.5,2024-01-02 17:00:00,12.5,761.5,70.0,3.0,10.0,7.2,0.0,4.0
1810,44178,6,0.0,0.0,389.5,2024-01-02 20:00:00,12.2,762.3,74.0,1.0,8.0,7.7,0.0,12.0
1815,44193,6,0.0,0.0,389.5,2024-01-02 23:00:00,11.4,762.1,83.0,2.0,5.0,8.6,0.1,12.0
1820,44208,6,0.0,0.0,0.0,2024-01-03 02:00:00,10.6,761.9,91.0,3.0,3.2,9.2,0.8,0.0
1825,44223,6,0.0,0.0,0.0,2024-01-03 05:00:00,11.0,762.3,79.0,2.0,4.5,7.5,0.8,0.0
1830,44238,6,9.6,9.87,3.1,2024-01-03 08:00:00,11.3,764.4,66.0,2.0,10.0,5.2,0.8,12.0
1835,44253,6,46.73,47.32,96.8,2024-01-03 11:00:00,12.8,765.2,53.0,4.0,20.0,3.5,0.7,6.0
1840,44268,6,51.69,52.36,273.4,2024-01-03 14:00:00,15.7,764.1,38.0,2.0,18.0,1.4,0.0,3.0
1845,44283,6,1.67,2.12,349.9,2024-01-03 17:00:00,13.5,765.2,34.0,3.0,17.0,-2.0,0.0,3.0
1850,44298,6,0.0,0.0,350.1,2024-01-03 20:00:00,11.0,766.1,44.0,3.0,12.0,-0.8,0.0,3.0
1855,44313,6,0.0,0.0,350.1,2024-01-03 23:00:00,8.5,766.6,60.0,2.0,10.0,1.2,0.0,11.0
1860,44328,6,0.0,0.0,0.0,2024-01-04 02:00:00,6.7,766.0,69.0,2.0,8.0,1.4,0.0,12.0
1865,44343,6,0.0,0.0,0.0,2024-01-04 05:00:00,5.3,765.6,77.0,2.0,5.0,1.6,0.0,12.0
1870,44358,6,11.78,12.14,5.1,2024-01-04 08:00:00,5.6,766.8,76.0,1.0,5.0,1.7,0.0,12.0
1875,44373,6,62.84,63.73,136.6,2024-01-04 11:00:00,11.8,766.6,42.0,2.0,8.0,-0.7,0.0,5.0
1880,44388,6,54.89,55.61,327.4,2024-01-04 14:00:00,13.3,764.2,31.0,2.0,10.0,-3.5,0.0,5.0
1885,44403,6,1.76,2.11,407.5,2024-01-04 17:00:00,11.1,764.1,45.0,2.0,10.0,-0.4,0.0,4.0
1890,44418,6,0.0,0.0,407.8,2024-01-04 20:00:00,8.7,765.1,64.0,0.0,5.0,2.3,0.0,0.0
1895,44433,6,0.0,0.0,407.8,2024-01-04 23:00:00,7.3,764.5,66.0,2.0,5.0,1.4,0.0,12.0
1900,44448,6,0.0,0.0,0.0,2024-01-05 02:00:00,7.2,763.6,68.0,2.0,5.0,1.7,0.0,12.0
1905,44463,6,0.0,0.0,0.0,2024-01-05 05:00:00,7.3,763.3,70.0,3.0,5.0,2.2,0.0,12.0
